Year,Education Ratio,Exchange Rate Volatility,Food Price Volatility Ratio,GDP Ratio,Military Power Ratio
1650,,,,0.6203319502074689,
1720,,,,0.651560073664825,
1733,,,16.47236809448159,,
1734,,,8.256520304147545,,
1736,,,2.377455188894254,,
1737,,,19.92953176863192,,
1738,,,4.720152260992064,,
1739,,,96.08881388446352,,
1740,,,0.2106056194725836,,
1742,,,2.0664261050424493,,
1743,,,3.9219924034478506,,
1744,,,4.045844795134782,,
1745,,,6.736123035200078,,
1746,,,7.2715859155814915,,
1747,,,26.107149432763595,,
1748,,,21.653817213403197,,
1749,,,11.463226919551776,,
1751,,,60.3986830132564,,
1752,,,5.708246369374787,,
1754,,,4.492464025767551,,
1756,,,0.9224526132902232,,
1758,,,4.88587189243082,,
1760,,,0.0,,
1761,,,24.34249951741054,,
1762,,,0.9771743784859694,,
1763,,,5.026184110880242,,
1764,,,3.2711085577688563,,
1766,,,5.224246191777373,,
1767,,,0.0,,
1768,,,2.277660773557874,,
1769,,,2.629799116838283,,
1770,,,4.804440694224549,,
1771,,,0.3441987363024941,,
1772,,,19.21776277689472,,
1773,,,15.374210221515316,,
1774,,,5.321841999755598,,
1775,,,,0.8355785837651123,
1781,,,5.246074518483932,,
1782,,,27.406200829660392,,
1785,,,213.53069752130952,,
1786,,,9.043653071482565,,
1787,,,32.94473618932742,,
1788,,,29.56578888762571,,
1789,,,2.159299188416349,,
1790,,,3.155155082774203,,
1791,,,4.410634079944413,,
1796,,4.3515425783210535,2.9125702720057736,,
1797,,4.765915969279794,0.8693010626059872,,
1798,,4.752134859987968,,,
1799,,3.928713997173576,,,
1800,,6.702792319379772,,0.761438229135507,
1801,,6.408752615867278,0.0907354238758571,0.773431662190391,
1802,,6.310928389733015,0.7566924544463739,0.7843690476190476,
1803,,6.256623548355723,1.2897827367045556,0.7965817958179582,
1804,,5.095206985324957,,0.8077131086142322,
1805,,3.0496643241333925,0.2559524454193445,0.789720227069017,
1806,,2.737114422794785,3.5343012003485565,0.8186068451475509,
1807,,2.4302018093145503,10.387979879390436,0.7868437463810075,
1808,,3.332334386732396,4.581718277935261,0.7772935384615385,
1809,,3.424781967438853,0.497011106300214,0.8015088848594741,
1810,,3.95127866980868,,0.7836319723979299,
1811,,6.0311743662767645,1.2865447884118075,0.8185907271121577,
1812,,5.9182697104539885,0.2060886088676238,0.8518553164951669,
1813,,5.50933252525389,1.0341397009994968,0.8301545673076922,
